id,pchembl_value,canonical_smiles,target_organism,source
CHEMBL1923216,6.85,COc1ccc(Oc2cc(Nc3ccccc3-c3nc[nH]n3)c(Cl)cn2)cc1,Homo sapiens,chembl
CHEMBL1923217,8.15,COc1ccc(Oc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,Homo sapiens,chembl
CHEMBL1929485,6.19,c1ccc2c3c([nH]c2c1)-c1n[nH]cc1CCC3,Homo sapiens,chembl
CHEMBL1946325,6.68,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)cc1,Homo sapiens,chembl
CHEMBL1946327,6.85,COc1ccc(Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)cc1,Homo sapiens,chembl
CHEMBL1946328,6.89,COc1ccc(Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)cc1,Homo sapiens,chembl
CHEMBL1946329,6.17,CNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,Homo sapiens,chembl
CHEMBL1946330,6.58,CCNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,Homo sapiens,chembl
CHEMBL1946331,6.96,CC(C)Nc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,Homo sapiens,chembl
CHEMBL1946332,7.3,Fc1ccccc1Nc1nc2cnc(NC3CCCCC3)nc2n1C1CCCC1,Homo sapiens,chembl
CHEMBL1946333,7.92,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1946334,7.015,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1946335,6.44,CCn1c(Nc2ccccc2F)nc2cnc(Nc3ccc(OC)cc3)nc21,Homo sapiens,chembl
CHEMBL1946336,7.02,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C(C)C)c3n2)cc1,Homo sapiens,chembl
CHEMBL1946337,6.44,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCCC4)c3n2)cc1,Homo sapiens,chembl
CHEMBL1946339,6.62,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@H](N)CC4)c3n2)cc1,Homo sapiens,chembl
CHEMBL1946340,7.77,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](O)CC4)c3n2)cc1,Homo sapiens,chembl
CHEMBL1946341,7.2,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCOCC4)c3n2)cc1,Homo sapiens,chembl
CHEMBL1946495,7.62,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](C(N)=O)CC4)c3n2)cc1,Homo sapiens,chembl
CHEMBL1946646,7.285,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1946647,7.21,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCCC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1946837,6.735,N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL194806,8.875,O=C(NC1CCNCC1)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,Homo sapiens,chembl
CHEMBL1950289,7.3566666666666665,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1950290,6.3,CC(C)Nc1ncc2nc(Nc3c(F)cccc3F)n([C@H]3CC[C@@H](O)CC3)c2n1,Homo sapiens,chembl
CHEMBL1950291,6.7,CC(C)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@H]3CC[C@@H](C(N)=O)CC3)c2n1,Homo sapiens,chembl
CHEMBL1950292,6.7,CC(C)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@H]3CC[C@@H](C(=O)NC4CC4)CC3)c2n1,Homo sapiens,chembl
CHEMBL1950293,6.64,CC(C)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@H]3CC[C@@H](C(=O)N4CCOCC4)CC3)c2n1,Homo sapiens,chembl
CHEMBL1950294,6.36,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1950295,6.07,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1950297,5.75,CC(C)(O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1950298,5.77,CC(C)(O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1950299,5.8,CCO[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1950301,5.6,C[C@]1(O)CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1950302,5.77,CC(C)(O)[C@H]1CC[C@@H](c2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)C1,Homo sapiens,chembl
CHEMBL1950303,6.71,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@@H]4CCOC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1950304,7.595000000000001,CNC(=O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,Homo sapiens,chembl
CHEMBL1951346,5.11,Cc1c[nH]c2ncnc(-c3ccc(NC(=O)Nc4cccc(C(=O)NC(C)C)c4)cc3)c12,Homo sapiens,chembl
CHEMBL1967431,4.39,CCn1c(C)cs/c1=N/C(=O)c1ccccc1O,Homo sapiens,chembl
CHEMBL1972346,7.3,Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1,Homo sapiens,chembl
CHEMBL1974328,6.3,Cc1cccc(Nc2nc(NC3CCCCC3N)cnc2C(N)=O)c1,Homo sapiens,chembl
CHEMBL1975622,4.51,C/C(=N/Cc1ccco1)C1=C(O)c2ccccc2C1=O,Homo sapiens,chembl
CHEMBL197613,8.28,O=C(O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,Homo sapiens,chembl
CHEMBL197698,7.5,O=C(O)c1ccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)cc1,Homo sapiens,chembl
CHEMBL1980995,7.3,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Homo sapiens,chembl
CHEMBL198261,6.63,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@@H](COCc2ccc(OC)cc2)CC3)n1,Homo sapiens,chembl
CHEMBL1982753,6.0,NC(=O)c1ccc(NC2CCCCC2N)nc1Nc1cccc(Cl)c1,Homo sapiens,chembl
CHEMBL198427,6.57,COc1ccc(COC[C@H]2CCc3nc(-c4ccc(F)cc4)c(-c4ccnc(N)n4)n32)cc1,Homo sapiens,chembl
CHEMBL198687,8.47,O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,Homo sapiens,chembl
CHEMBL198756,8.6,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](CO)CC3)n1,Homo sapiens,chembl
CHEMBL198821,7.68,CN(C)CCNC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,Homo sapiens,chembl
CHEMBL1990496,8.2,Cn1c(NCC(N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,Homo sapiens,chembl
CHEMBL199136,8.48,NC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,Homo sapiens,chembl
CHEMBL1991853,6.54,N#CC(c1ccnc(Cl)n1)c1nc2ccccc2s1,Homo sapiens,chembl
CHEMBL199247,6.89,O=C(NCCCn1cnc(-c2ccc(F)cc2)c1-c1ccncc1)c1ccccc1,Homo sapiens,chembl
CHEMBL1993661,7.6,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,Homo sapiens,chembl
CHEMBL1996902,4.94,CCOC(=O)c1cccc2c1-c1ccccc1/C2=N/O,Homo sapiens,chembl
CHEMBL2005690,5.05,COC(=O)c1cccc2c1-c1ccccc1/C2=N/O,Homo sapiens,chembl
CHEMBL202639,8.3,CC(=O)N1CCC[C@@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,Homo sapiens,chembl
CHEMBL202666,8.0,CC(=O)N1CCC[C@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,Homo sapiens,chembl
CHEMBL202676,7.82,CO[C@H]1CC[C@@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,Homo sapiens,chembl
CHEMBL202961,6.16,CCOc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3OCC)c2)ccn1,Homo sapiens,chembl
CHEMBL2029988,6.42,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,Homo sapiens,chembl
CHEMBL203009,7.5,COC1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)CC1,Homo sapiens,chembl
CHEMBL203059,8.1,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,Homo sapiens,chembl
CHEMBL203225,8.05,CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)C1,Homo sapiens,chembl
CHEMBL203289,7.5,Fc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3F)c2)ccn1,Homo sapiens,chembl
CHEMBL203535,8.166666666666666,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOC1,Homo sapiens,chembl
CHEMBL203567,5.16,Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1,Homo sapiens,chembl
CHEMBL203631,6.63,CO[C@H]1CC[C@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,Homo sapiens,chembl
CHEMBL203792,6.97,Nc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3N)c2)ccn1,Homo sapiens,chembl
CHEMBL203839,8.285,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOC1,Homo sapiens,chembl
CHEMBL204757,7.36,CC(=O)N1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)CC1,Homo sapiens,chembl
CHEMBL205078,8.22,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,Homo sapiens,chembl
CHEMBL205402,7.48,Cc1cnc(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)cn1,Homo sapiens,chembl
CHEMBL205561,6.19,Cc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3C)c2)ccn1,Homo sapiens,chembl
CHEMBL205672,7.77,Fc1ccc(Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)cc1,Homo sapiens,chembl
CHEMBL206466,7.82,CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,Homo sapiens,chembl
CHEMBL207138,4.5,CCc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,Homo sapiens,chembl
CHEMBL207253,5.25,CCCOn1c2ccc(Cl)cc2c(=O)c2c(C)nn(C)c21,Homo sapiens,chembl
CHEMBL207400,4.79,Cn1nc(C(F)(F)F)c2c(=O)c3cc(Cl)ccc3n(O)c21,Homo sapiens,chembl
CHEMBL207536,6.07,Cn1c2[n+]([O-])c3ccc(Cl)cc3c(=O)c-2c2n1C(=O)NCC2,Homo sapiens,chembl
CHEMBL208095,4.97,CCOn1c2ccc(Cl)cc2c(=O)c2c(C)nn(C)c21,Homo sapiens,chembl
CHEMBL208637,5.936666666666667,CCOc1nc(NC(C)=O)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL209192,5.47,CCOc1nc(NC(=O)Cc2ccc(C)cc2)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL209291,5.6,CCOc1nc(NC(=O)Cc2cccc(OC)c2)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL209505,6.04,CCOc1nc(NC(=O)Cc2cc(OC)c([N+](=O)[O-])cc2OC)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL209534,5.92,CCOc1nc(C(=O)NCc2cccnc2)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL209740,5.6,CCOc1nc(C(=O)NCc2cc(OC)ccc2OC)ccc1C#N,Homo sapiens,chembl
CHEMBL209769,6.55,CCOc1nc(NC(=O)Cc2cc(OC)c(NC(C)=O)cc2OC)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL210032,5.6,CC(=O)Nc1cc(N)c(C#N)c(-c2ccccc2)n1,Homo sapiens,chembl
CHEMBL210462,5.8,COc1ccc(OC)c(CC(=O)Nc2cc(N)c(C#N)c(OCCO)n2)c1,Homo sapiens,chembl
CHEMBL210618,6.95,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL210655,5.85,CCOc1nc(NC(=O)Cc2ccccc2OC)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL210928,6.953333333333333,CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,Homo sapiens,chembl
CHEMBL210963,7.026666666666666,CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL211009,5.85,COCCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL211195,5.96,CCOc1nc(C(=O)NCc2ccccc2)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL214212,6.19,CCOc1nc(C(=O)NCc2cc(OC)ccc2OC)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL2144409,6.8,Cc1ccc(-c2ncn(-c3ccc(Nc4nccc(-c5cccc(N6CCOCC6)c5)n4)cc3)n2)cn1,Homo sapiens,chembl
CHEMBL2152382,5.52,COC(=O)c1c(Cc2ccc(C(=O)NCCO)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,Homo sapiens,chembl
CHEMBL215943,6.84,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,Homo sapiens,chembl
CHEMBL218141,5.28,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(/C=C/CCO)n2)cc1,Homo sapiens,chembl
CHEMBL218194,6.31,CC(C)Nc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL218657,5.26,C/C=C\c1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL218658,6.16,CC(C)COc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL219112,6.21,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccsc3)n2)cc1,Homo sapiens,chembl
CHEMBL219683,5.57,O=C(NCC1CCCO1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Homo sapiens,chembl
CHEMBL219790,5.55,O=C(NC(CO)c1ccc(F)c(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Homo sapiens,chembl
CHEMBL219849,5.52,O=C(NC(CO)c1cccc(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Homo sapiens,chembl
CHEMBL219988,5.51,O=C(NC(CO)c1ccccc1F)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Homo sapiens,chembl
CHEMBL220096,5.41,CNC(=O)[C@@H](NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,Homo sapiens,chembl
CHEMBL220110,5.75,O=C(c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)N1CCCC1,Homo sapiens,chembl
CHEMBL220112,5.55,O=C(N[C@H](CO)c1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Homo sapiens,chembl
CHEMBL220174,5.5,O=C(NC1c2ccccc2CC1O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Homo sapiens,chembl
CHEMBL220227,6.27,CC(C)c1onc(-c2ccc(F)cc2)c1-c1ccncc1,Homo sapiens,chembl
CHEMBL220272,5.54,O=C(NOCc1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Homo sapiens,chembl
CHEMBL220320,6.26,O=C(NCc1ccccc1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,Homo sapiens,chembl
CHEMBL2204093,5.57,COC(=O)c1c(Cc2ccc(S(C)(=O)=O)cc2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,Homo sapiens,chembl
CHEMBL2204094,5.37,COC(=O)c1c(Cc2ccc(C(=O)NCCO)cc2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,Homo sapiens,chembl
CHEMBL2204096,6.08,COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(F)cc2n1-c1ccccc1,Homo sapiens,chembl
CHEMBL2204100,6.37,COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(C)nc2n1-c1ccccc1,Homo sapiens,chembl
CHEMBL2204101,5.37,COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,Homo sapiens,chembl
CHEMBL2204108,6.0,COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCNCC3)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,Homo sapiens,chembl
CHEMBL2204109,5.77,COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCNCC3)cc2)c(=O)c2ccc(F)cc2n1-c1ccccc1,Homo sapiens,chembl
CHEMBL2204111,5.6,COC(=O)c1c(Cc2ccc(S(=O)(=O)CCO)cc2)c(=O)c2ccc(F)cc2n1-c1ccccc1,Homo sapiens,chembl
CHEMBL2204112,5.38,COC(=O)c1c(Cc2ccc(C(=O)NCCO)cc2)c(=O)c2ccc(C)nc2n1-c1ccccc1,Homo sapiens,chembl
CHEMBL2204113,6.25,COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCNCC3)cc2)c(=O)c2ccc(C)nc2n1-c1ccccc1,Homo sapiens,chembl
CHEMBL2204114,5.33,CCNC(=O)c1ccc(Cc2c(C(=O)OC)n(-c3ccccc3)c3nc(C)ccc3c2=O)cc1,Homo sapiens,chembl
CHEMBL220504,6.6,CC(C)Oc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL220547,4.97,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccsc3CO)n2)cc1,Homo sapiens,chembl
CHEMBL220607,5.1,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccsc3CNCc3ccccc3)n2)cc1,Homo sapiens,chembl
CHEMBL220658,5.92,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NC3CC3)n2)cc1,Homo sapiens,chembl
CHEMBL220758,5.57,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCc3ccccc3)n2)cc1,Homo sapiens,chembl
CHEMBL220811,5.14,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cccnc3)n2)cc1,Homo sapiens,chembl
CHEMBL220812,5.54,CC(C)NC(=O)c1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL2208438,6.07,COC(=O)c1c(Cc2ccc(S(C)(=O)=O)cc2)c(=O)c2ccc(C)nc2n1-c1cccc(N)c1,Homo sapiens,chembl
CHEMBL220865,6.09,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1/C=C/C#N,Homo sapiens,chembl
CHEMBL220888,5.48,NC(=O)[C@@H](NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,Homo sapiens,chembl
CHEMBL220897,5.47,O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Homo sapiens,chembl
CHEMBL221126,6.05,C/C=C/c1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL221128,5.85,C#C/C=C/c1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC,Homo sapiens,chembl
CHEMBL221179,5.12,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C(N)=O,Homo sapiens,chembl
CHEMBL221227,5.58,C[C@@H](CO)Nc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,Homo sapiens,chembl
CHEMBL221229,6.21,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NC3CCC3)n2)cc1,Homo sapiens,chembl
CHEMBL221252,5.75,COc1cccc(-c2nc(C(=O)NCc3ccc(S(C)(=O)=O)cc3)cc(N)c2C#N)c1,Homo sapiens,chembl
CHEMBL2216824,7.958,Cc1cc(NC(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)ccc1Nc1nccc(-c2cccnc2)n1,Homo sapiens,chembl
CHEMBL221745,5.03,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cccc(O)c3)n2)cc1,Homo sapiens,chembl
CHEMBL221916,5.33,C=Cc1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC,Homo sapiens,chembl
CHEMBL221963,5.24,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#CCO,Homo sapiens,chembl
CHEMBL222008,5.92,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cccc(Cl)c3)n2)cc1,Homo sapiens,chembl
CHEMBL222249,6.1,O=C(NCc1ccc(F)c(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Homo sapiens,chembl
CHEMBL222465,5.57,O=C(NC(CO)c1ccc(C(F)(F)F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,Homo sapiens,chembl
CHEMBL223360,5.37,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,Homo sapiens,chembl
CHEMBL223471,6.08,COc1ccc(CNC(=O)c2cc(-c3[nH]ncc3-c3cccc(Cl)c3)c[nH]2)cc1,Homo sapiens,chembl
CHEMBL232599,5.5,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCN(C(=O)CCN1CCCCC1)C2,Homo sapiens,chembl
CHEMBL232600,5.6,CN(C)CC(=O)N1CCc2c(sc(NC(=O)c3cccc4ccccc34)c2C#N)C1,Homo sapiens,chembl
CHEMBL232601,6.6,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)C1CC1,Homo sapiens,chembl
CHEMBL232610,6.6,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)c1cc[nH]n1,Homo sapiens,chembl
CHEMBL233000,5.8100000000000005,N#Cc1c(NC(=O)c2ccccc2)sc2c1CCCC2,Homo sapiens,chembl
CHEMBL233001,6.7,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,Homo sapiens,chembl
CHEMBL233002,6.0,N#Cc1c(NC(=O)c2ccc(F)c3ccccc23)sc2c1CCCC2,Homo sapiens,chembl
CHEMBL2334702,5.78,Oc1ccc2c(c1)nc(-c1ccc3ccccc3c1)n2-c1ccnc(NC2CCOCC2)n1,Homo sapiens,chembl
CHEMBL2334703,5.22,Oc1ccc2nc(-c3ccc4ccccc4c3)n(-c3ccnc(NC4CCOCC4)n3)c2c1,Homo sapiens,chembl
CHEMBL2334704,5.580000000000001,O=C(C1CC1)N1CCC[C@@H](Nc2nccc(-n3c(-c4ccc5ccccc5c4)nc4cc(O)ccc43)n2)C1,Homo sapiens,chembl
CHEMBL2334705,6.995,O=C(C1CC1)N1CCC[C@@H](Nc2nccc(-n3c(-c4ccc5ccccc5c4)nc4ccc(O)cc43)n2)C1,Homo sapiens,chembl
CHEMBL2334706,5.28,c1ccc2cc(-c3nc4ccccc4n3-c3ccnc(NC4CCCCC4)c3)ccc2c1,Homo sapiens,chembl
CHEMBL2334707,5.33,c1ccc2cc(-c3nc4ccccc4n3-c3ccnc(NC4CCOCC4)c3)ccc2c1,Homo sapiens,chembl
CHEMBL2334708,4.9,C[C@H](O)CNc1cc(-n2c(-c3ccc4ccccc4c3)nc3ccccc32)ccn1,Homo sapiens,chembl
CHEMBL2334710,4.74,COc1ccc2c(c1)nc(-c1ccc(Cl)c(Cl)c1)n2-c1ccnc(NC2CCCCC2)c1,Homo sapiens,chembl
CHEMBL2334711,4.97,O=C(C1CC1)N1CCC[C@@H](Nc2cc(-n3c(-c4ccc5ccccc5c4)nc4ccccc43)ccn2)C1,Homo sapiens,chembl
CHEMBL2334712,4.61,Oc1ccc2c(c1)nc(-c1ccc3ccccc3c1)n2-c1ccnc(NC2CCCCC2)c1,Homo sapiens,chembl
CHEMBL2334713,5.0,Oc1ccc2c(c1)nc(-c1ccc3ccccc3c1)n2-c1ccnc(NC2CCOCC2)c1,Homo sapiens,chembl
CHEMBL2334714,5.22,Oc1ccc2c(c1)nc(-c1ccc3ccccc3c1)n2-c1ccnc(N[C@@H]2CCCNC2)c1,Homo sapiens,chembl
CHEMBL2334715,4.56,O=C(C1CC1)N1CCC[C@@H](Nc2cc(-n3c(-c4ccc5ccccc5c4)nc4cc(O)ccc43)ccn2)C1,Homo sapiens,chembl
CHEMBL2334716,5.580000000000001,O=C(C1CC1)N1CCC[C@@H](Nc2cc(-n3c(-c4cccc(O)c4)nc4ccccc43)ccn2)C1,Homo sapiens,chembl
CHEMBL2334717,4.72,C[C@H](O)CNc1cc(-n2c(-c3cccc(O)c3)nc3ccccc32)ccn1,Homo sapiens,chembl
CHEMBL2334718,4.86,Oc1ccc2c(c1)nc(-c1ccc(Cl)c(Cl)c1)n2-c1ccnc(NC2CCCCC2)c1,Homo sapiens,chembl
